cust_code,cust_price_sensitivity,cust_lifestage
CUST0000380545,Up Market,
CUST0000666276,Mid Market,Young Families
CUST0000077998,Less Affluent,
CUST0000564400,Mid Market,Pensioners
CUST0000375648,Mid Market,Young Families
CUST0000278111,Less Affluent,Older Families
CUST0000872164,Less Affluent,Older Families
CUST0000094763,Up Market,Other
CUST0000648398,Mid Market,Young Adults
CUST0000795313,Mid Market,Older Adults
CUST0000665484,Up Market,Pensioners
CUST0000697443,Mid Market,Pensioners
CUST0000353677,Less Affluent,Young Families
CUST0000352666,unclassified,Other
CUST0000248944,Less Affluent,Young Adults
CUST0000960214,Mid Market,Other
CUST0000162850,Up Market,Other
CUST0000334297,Less Affluent,Other
CUST0000312303,Less Affluent,Other
CUST0000266580,Less Affluent,Young Adults
CUST0000979780,Up Market,Older Adults
CUST0000754655,Mid Market,Other
CUST0000081326,Less Affluent,Other
CUST0000212016,Mid Market,Other
CUST0000039828,Mid Market,
CUST0000562306,Mid Market,Other
CUST0000457079,Less Affluent,Young Adults
CUST0000507047,Up Market,Older Families
CUST0000717763,Mid Market,Young Adults
CUST0000837409,Less Affluent,Older Families
CUST0000167586,Mid Market,Other
CUST0000492279,Mid Market,Young Adults
CUST0000337031,Less Affluent,
CUST0000822341,Less Affluent,Older Families
CUST0000228962,Mid Market,Young Families
CUST0000777454,Mid Market,Young Adults
CUST0000734827,Up Market,Other
CUST0000215689,Mid Market,
CUST0000074601,Mid Market,Young Adults
CUST0000873338,Mid Market,Other
CUST0000922878,Mid Market,Older Adults
CUST0000863656,Up Market,Young Adults
CUST0000611895,Mid Market,Older Adults
CUST0000278887,Less Affluent,
CUST0000927569,Up Market,Older Adults
CUST0000325862,Mid Market,Older Adults
CUST0000588614,Less Affluent,Young Adults
CUST0000426571,Less Affluent,Young Adults
CUST0000984828,Less Affluent,Other
CUST0000428635,Mid Market,Other
CUST0000676995,Up Market,Older Adults
CUST0000142549,Mid Market,Young Adults
CUST0000109193,Mid Market,Older Adults
CUST0000543726,Less Affluent,Young Families
CUST0000253580,Up Market,Other
CUST0000892890,Up Market,Pensioners
CUST0000186477,Mid Market,Young Adults
CUST0000520823,Up Market,Young Families
CUST0000053961,Up Market,
CUST0000100897,Up Market,Other
CUST0000142059,Mid Market,Pensioners
CUST0000675844,Up Market,Pensioners
CUST0000258555,Up Market,Pensioners
CUST0000370276,Up Market,Young Adults
CUST0000191190,Mid Market,Other
CUST0000654184,Up Market,Other
CUST0000583710,Up Market,
CUST0000464945,Up Market,Young Adults
CUST0000322481,Less Affluent,Other
CUST0000342143,Mid Market,Other
CUST0000692015,Mid Market,Young Families
CUST0000067841,Mid Market,Young Adults
CUST0000849576,Mid Market,Older Adults
CUST0000877767,Mid Market,Other
CUST0000504695,Up Market,Other
CUST0000685886,Mid Market,
CUST0000828036,Less Affluent,Other
CUST0000766908,Mid Market,Other
CUST0000886851,Mid Market,Other
CUST0000356000,Less Affluent,Pensioners
CUST0000579396,Mid Market,Other
CUST0000523118,Less Affluent,Pensioners
CUST0000464501,Mid Market,Older Adults
CUST0000582528,Up Market,Other
CUST0000497442,Less Affluent,
CUST0000916771,Mid Market,Other
CUST0000417955,Mid Market,Young Families
CUST0000086516,Mid Market,
CUST0000589718,Less Affluent,Older Adults
CUST0000965765,Mid Market,
CUST0000530119,Mid Market,Other
CUST0000060410,Mid Market,Older Adults
CUST0000196444,Mid Market,Other
CUST0000291843,Mid Market,Older Adults
CUST0000328011,Less Affluent,
CUST0000509150,Up Market,Other
CUST0000239683,Up Market,Older Adults
CUST0000608508,Mid Market,Young Adults
CUST0000556584,Mid Market,Other
CUST0000010921,Mid Market,Young Adults
CUST0000798179,Up Market,Young Families
CUST0000710421,Up Market,Older Adults
CUST0000991565,Less Affluent,Young Families
CUST0000707770,Less Affluent,Pensioners
CUST0000101652,Mid Market,Other
CUST0000647120,Mid Market,Other
CUST0000109625,Up Market,Young Families
CUST0000277206,Mid Market,Young Adults
CUST0000403745,unclassified,Other
CUST0000983323,Up Market,Young Adults
CUST0000395295,Mid Market,Other
CUST0000485988,Less Affluent,Young Families
CUST0000215621,Mid Market,Other
CUST0000606400,Less Affluent,Pensioners
CUST0000931849,Mid Market,Other
CUST0000159682,Mid Market,Other
CUST0000561396,Less Affluent,Pensioners
CUST0000196452,Less Affluent,Other
CUST0000197717,Less Affluent,
CUST0000864359,Less Affluent,Other
CUST0000109079,Less Affluent,Older Adults
CUST0000674832,Mid Market,Other
CUST0000607766,Mid Market,
CUST0000154122,Mid Market,Older Families
CUST0000554451,Mid Market,Older Families
CUST0000309078,Less Affluent,Other
CUST0000005874,Less Affluent,Older Adults
CUST0000436193,Mid Market,Other
CUST0000611296,Mid Market,Older Families
CUST0000959483,unclassified,Other
CUST0000640695,Mid Market,Young Families
CUST0000002218,Less Affluent,Pensioners
CUST0000661598,Less Affluent,Young Adults
CUST0000590174,Mid Market,Other
CUST0000342078,Up Market,Other
CUST0000612909,Up Market,Other
CUST0000655437,Mid Market,Young Families
CUST0000344976,Mid Market,Young Families
CUST0000711167,Less Affluent,Older Adults
CUST0000736259,Mid Market,
CUST0000950289,Mid Market,Other
CUST0000121178,Mid Market,
CUST0000566571,Less Affluent,Older Adults
CUST0000089459,Up Market,Young Families
CUST0000452520,Mid Market,Older Adults
CUST0000956375,Less Affluent,Young Families
CUST0000434767,Mid Market,Other
CUST0000004825,Less Affluent,
CUST0000183225,Up Market,Older Adults
CUST0000281968,Up Market,Other
CUST0000163810,Mid Market,Pensioners
CUST0000128804,unclassified,Other
CUST0000511527,Less Affluent,Other
CUST0000728760,Up Market,Young Adults
CUST0000206868,Mid Market,Other
CUST0000068730,Mid Market,Other
CUST0000945695,Mid Market,Young Adults
CUST0000305103,Less Affluent,Older Families
CUST0000997464,Mid Market,Young Families
CUST0000899795,Mid Market,Pensioners
CUST0000776591,Less Affluent,Pensioners
CUST0000528616,Up Market,Other
CUST0000098174,Mid Market,
CUST0000669802,Mid Market,Young Adults
CUST0000981925,Less Affluent,Older Families
CUST0000041142,Less Affluent,
CUST0000225488,Up Market,Other
CUST0000847557,Less Affluent,Young Families
CUST0000726971,unclassified,Other
CUST0000091697,Mid Market,Older Families
CUST0000689905,Up Market,Young Adults
CUST0000483902,Up Market,
CUST0000740133,Mid Market,
CUST0000020908,Mid Market,Other
CUST0000240244,Up Market,Other
CUST0000789574,Mid Market,Other
CUST0000236124,Up Market,Young Families
CUST0000395577,Up Market,Young Adults
CUST0000605708,Less Affluent,Young Families
CUST0000637566,Mid Market,Other
CUST0000831085,Mid Market,Young Families
CUST0000342129,Mid Market,Other
CUST0000415029,Mid Market,Older Adults
CUST0000410228,Less Affluent,Young Families
CUST0000744050,Mid Market,Pensioners
CUST0000846938,Up Market,Other
CUST0000449125,Mid Market,
CUST0000873432,Mid Market,Other
CUST0000165640,Less Affluent,Young Families
CUST0000613769,Mid Market,Young Families
CUST0000701700,Mid Market,Other
CUST0000220115,Mid Market,Young Adults
CUST0000183469,Up Market,Other
CUST0000121684,unclassified,Young Families
CUST0000420781,Up Market,Young Families
CUST0000986262,Up Market,Pensioners
CUST0000927074,Less Affluent,Older Adults
CUST0000840789,Mid Market,Other
CUST0000494424,Mid Market,Young Families
CUST0000370059,Mid Market,Young Families
CUST0000178986,Less Affluent,Other
CUST0000587521,Less Affluent,Young Families
CUST0000053837,Mid Market,Young Adults
CUST0000371087,Up Market,Other
CUST0000444973,Less Affluent,Young Families
CUST0000832937,Mid Market,Young Families
CUST0000010288,Mid Market,Other
CUST0000499555,Mid Market,Young Families
CUST0000293101,Mid Market,Other
CUST0000495431,unclassified,Other
CUST0000961436,Mid Market,Young Families
CUST0000240651,Less Affluent,Young Families
CUST0000459055,Less Affluent,Other
CUST0000460983,Less Affluent,Other
CUST0000548056,Up Market,Young Families
CUST0000803065,Mid Market,Young Families
CUST0000567162,Mid Market,Young Families
CUST0000651261,Less Affluent,Other
CUST0000958098,Up Market,Young Families
CUST0000889188,Mid Market,Other
CUST0000872856,Less Affluent,Young Families
CUST0000942820,Mid Market,Young Families
CUST0000790691,Mid Market,Older Families
CUST0000340895,Mid Market,Young Adults
CUST0000241254,Mid Market,Older Adults
CUST0000629728,Mid Market,
CUST0000197177,Mid Market,Young Adults
CUST0000005388,Mid Market,Young Adults
CUST0000199773,Mid Market,Older Adults
CUST0000797024,Up Market,Pensioners
CUST0000180023,Less Affluent,Other
CUST0000018390,Less Affluent,Other
CUST0000172994,Up Market,
CUST0000453050,Mid Market,Other
CUST0000656457,Less Affluent,Other
CUST0000571445,Mid Market,Young Adults
CUST0000724321,Less Affluent,Young Families
CUST0000339117,Mid Market,Young Adults
CUST0000498948,Mid Market,Young Families
CUST0000468282,Mid Market,Older Adults
CUST0000971672,Up Market,Other
CUST0000580999,Up Market,Young Adults
CUST0000403048,Up Market,Older Adults
CUST0000715047,Up Market,Young Adults
CUST0000012357,Up Market,Young Families
CUST0000309104,Mid Market,Other
CUST0000668226,unclassified,Pensioners
CUST0000150333,Mid Market,
CUST0000746165,Up Market,Young Adults
CUST0000541791,unclassified,Other
CUST0000796363,Mid Market,Other
CUST0000464922,Less Affluent,Other
CUST0000962125,Less Affluent,Older Adults
CUST0000938180,Mid Market,Other
CUST0000551656,Less Affluent,
CUST0000841571,Mid Market,Young Families
CUST0000678184,Less Affluent,Other
CUST0000790937,Mid Market,
CUST0000463736,Mid Market,Older Families
CUST0000126750,Mid Market,Other
CUST0000041397,Less Affluent,Young Adults
CUST0000187916,Mid Market,Young Families
CUST0000628056,Less Affluent,Older Families
CUST0000390823,Up Market,Other
CUST0000080301,Up Market,Other
CUST0000363059,Mid Market,Older Adults
CUST0000232876,Mid Market,Young Adults
CUST0000403403,Less Affluent,Young Adults
CUST0000744624,Up Market,Young Adults
CUST0000912008,Mid Market,Other
CUST0000372501,Mid Market,Young Adults
CUST0000177622,Less Affluent,Other
CUST0000646796,Mid Market,Other
CUST0000450385,Mid Market,Young Adults
CUST0000725670,Mid Market,Young Families
CUST0000913077,Mid Market,Other
CUST0000325897,Less Affluent,Older Adults
CUST0000283740,Mid Market,Older Adults
CUST0000402650,Less Affluent,Pensioners
CUST0000301586,Up Market,Older Adults
CUST0000046594,Up Market,Young Adults
CUST0000388652,Up Market,Other
CUST0000018943,Mid Market,Other
CUST0000611695,Up Market,
CUST0000724854,Mid Market,Other
CUST0000112178,Up Market,Other
CUST0000762485,Less Affluent,Young Families
CUST0000747426,Mid Market,Young Adults
CUST0000345364,Mid Market,Pensioners
CUST0000855770,Mid Market,Other
CUST0000364085,Mid Market,Young Families
CUST0000101162,Up Market,Pensioners
CUST0000583655,Mid Market,Other
CUST0000131491,Up Market,Young Adults
CUST0000248231,Up Market,Other
CUST0000079114,Up Market,Older Adults
CUST0000975676,Up Market,Other
CUST0000930705,Less Affluent,Young Families
CUST0000513103,Mid Market,Other
CUST0000650784,Up Market,Other
CUST0000694856,Mid Market,Other
CUST0000509602,Mid Market,Pensioners
CUST0000520415,Up Market,Older Adults
CUST0000684245,Mid Market,Young Adults
CUST0000805509,Mid Market,Other
CUST0000771531,Mid Market,Young Families
CUST0000605341,Less Affluent,Young Families
CUST0000573349,Mid Market,Older Families
CUST0000224516,Up Market,Young Adults
CUST0000807225,Mid Market,Young Families
CUST0000193773,Up Market,Young Families
CUST0000326711,Less Affluent,Other
CUST0000158853,Up Market,Young Adults
CUST0000582166,Mid Market,Other
CUST0000978270,Up Market,Other
CUST0000138580,Up Market,Older Adults
CUST0000028109,Mid Market,Young Adults
CUST0000278821,Up Market,Older Adults
CUST0000848476,unclassified,Other
CUST0000566419,Mid Market,Other
CUST0000206542,Less Affluent,Pensioners
CUST0000950748,Mid Market,Young Adults
CUST0000652579,Up Market,Other
CUST0000230291,Up Market,Young Adults
CUST0000224524,Mid Market,Older Families
CUST0000242508,Less Affluent,Older Adults
CUST0000349561,Mid Market,Older Adults
CUST0000873299,Up Market,Other
CUST0000780146,Less Affluent,Young Adults
CUST0000548606,Less Affluent,Other
CUST0000423458,Mid Market,
CUST0000378373,Less Affluent,Young Adults
CUST0000822468,Mid Market,Older Adults
CUST0000900530,Up Market,Young Families
CUST0000620035,Up Market,Young Adults
CUST0000026911,Up Market,Other
CUST0000793321,Mid Market,Older Families
CUST0000149716,Mid Market,Young Families
CUST0000425586,Mid Market,Other
CUST0000145809,Mid Market,Young Families
CUST0000385231,Less Affluent,
CUST0000436526,unclassified,Other
CUST0000856838,Mid Market,
CUST0000177901,Mid Market,Other
CUST0000004457,Less Affluent,Young Families
CUST0000841684,Less Affluent,Other
CUST0000275005,Mid Market,
CUST0000898874,Less Affluent,Other
CUST0000795954,Up Market,
CUST0000579771,Less Affluent,Young Families
CUST0000197150,Up Market,Young Adults
CUST0000514177,Up Market,Older Adults
CUST0000385376,Up Market,Other
CUST0000263844,Up Market,Young Families
CUST0000374392,Up Market,Young Adults
CUST0000448659,Up Market,Young Adults
CUST0000839847,Mid Market,Pensioners
CUST0000645660,Mid Market,Other
CUST0000749264,Up Market,Young Families
CUST0000615829,Mid Market,Young Adults
CUST0000547762,Up Market,
CUST0000888718,Less Affluent,Pensioners
CUST0000048357,Less Affluent,Other
CUST0000217478,Up Market,Young Families
CUST0000006394,Less Affluent,Young Adults
CUST0000245750,Less Affluent,
CUST0000785611,Up Market,Young Adults
CUST0000079529,Up Market,
CUST0000303410,Mid Market,Young Families
CUST0000739208,Less Affluent,Other
CUST0000780652,Mid Market,Older Adults
CUST0000088853,Mid Market,Other
CUST0000742196,Up Market,Young Families
CUST0000650230,Up Market,Other
CUST0000987542,Up Market,Older Adults
CUST0000834512,Mid Market,
CUST0000380492,Mid Market,
CUST0000838103,Up Market,Older Adults
CUST0000326092,Up Market,Young Adults
CUST0000410118,Mid Market,
CUST0000429946,Mid Market,Older Adults
CUST0000314465,Less Affluent,
CUST0000195772,Mid Market,Other
CUST0000505126,Up Market,Young Families
CUST0000991195,Less Affluent,
CUST0000160729,Up Market,Other
CUST0000320138,Mid Market,Young Families
CUST0000693737,Mid Market,Young Families
CUST0000109188,Up Market,Other
CUST0000907594,Mid Market,Older Adults
CUST0000471643,Less Affluent,Young Families
CUST0000872593,Up Market,Other
CUST0000885962,Mid Market,Young Families
CUST0000291108,Mid Market,Young Families
CUST0000175019,Mid Market,Young Families
CUST0000700591,unclassified,Other
CUST0000978286,Less Affluent,Other
CUST0000535082,Up Market,Pensioners
CUST0000752874,Less Affluent,Young Families
CUST0000029326,Up Market,Young Adults
CUST0000876251,Mid Market,Young Families
CUST0000558394,Mid Market,
CUST0000211673,Mid Market,
CUST0000307406,Less Affluent,Other
CUST0000767141,Up Market,Young Adults
CUST0000781190,Mid Market,Young Adults
CUST0000793465,Less Affluent,Young Adults
CUST0000008483,Up Market,Older Adults
CUST0000639430,Up Market,Young Adults
CUST0000258756,Mid Market,Older Adults
CUST0000144313,Mid Market,Young Families
CUST0000969050,Mid Market,Young Adults
CUST0000081993,Mid Market,Young Adults
CUST0000920466,Mid Market,Older Adults
CUST0000744571,Less Affluent,Young Families
CUST0000690481,Up Market,Older Adults
CUST0000950812,Up Market,
CUST0000358608,Mid Market,Young Families
CUST0000151178,Up Market,Young Adults
CUST0000896186,Mid Market,Pensioners
CUST0000535926,Less Affluent,Other
CUST0000478065,Less Affluent,Young Adults
CUST0000699850,Mid Market,
CUST0000712948,Mid Market,Young Adults
CUST0000050344,Less Affluent,Young Families
CUST0000304922,Less Affluent,Other
CUST0000631445,Mid Market,Older Adults
CUST0000834937,Up Market,Other
CUST0000327218,Mid Market,
CUST0000947010,Up Market,Older Adults
CUST0000658225,Up Market,Young Families
CUST0000233658,Up Market,Young Adults
CUST0000554500,Mid Market,
CUST0000644004,Less Affluent,
CUST0000734039,Up Market,Pensioners
CUST0000288662,Mid Market,Other
CUST0000959598,Up Market,Other
CUST0000019629,Up Market,Young Families
CUST0000812179,Up Market,Other
CUST0000820108,Less Affluent,Young Families
CUST0000846079,Less Affluent,Other
CUST0000841576,Mid Market,Older Families
CUST0000541126,Less Affluent,Pensioners
CUST0000898601,Mid Market,Pensioners
CUST0000703687,Mid Market,
CUST0000065468,Up Market,Pensioners
CUST0000835559,Up Market,Young Families
CUST0000193183,Less Affluent,Other
CUST0000452696,Less Affluent,Other
CUST0000844115,Up Market,Pensioners
CUST0000474333,Mid Market,Other
CUST0000886084,Up Market,Other
CUST0000220331,Mid Market,Young Families
CUST0000848123,Less Affluent,Other
CUST0000911790,Up Market,
CUST0000519570,Mid Market,Pensioners
CUST0000524835,Up Market,
CUST0000378500,Mid Market,Young Adults
CUST0000555929,Up Market,Other
CUST0000825584,Up Market,Young Families
CUST0000492656,Less Affluent,Young Families
CUST0000168088,Up Market,Other
CUST0000681227,Up Market,Young Adults
CUST0000889467,Less Affluent,Other
CUST0000851982,Less Affluent,Young Families
CUST0000508514,Mid Market,Older Families
CUST0000111673,Mid Market,Young Families
CUST0000037746,Up Market,Other
CUST0000597294,Up Market,Young Families
CUST0000087850,Up Market,Other
CUST0000623394,Less Affluent,Young Families
CUST0000635153,Up Market,Other
CUST0000244450,unclassified,
CUST0000647016,Up Market,Other
CUST0000864065,Up Market,Older Families
CUST0000081357,Up Market,Other
CUST0000932899,Up Market,Other
CUST0000595767,Mid Market,Other
CUST0000042921,Mid Market,Older Adults
CUST0000543856,Up Market,Young Adults
CUST0000282515,Less Affluent,Older Adults
CUST0000041315,Less Affluent,Older Adults
CUST0000861189,Mid Market,Young Families
CUST0000464421,Less Affluent,Other
CUST0000444515,Up Market,Older Adults
CUST0000137876,Less Affluent,Young Families
CUST0000326043,Up Market,Young Adults
CUST0000136982,Up Market,Pensioners
CUST0000359752,Less Affluent,
CUST0000703259,Up Market,Older Adults
CUST0000905703,Mid Market,Young Adults
CUST0000342503,Mid Market,Other
CUST0000495995,Less Affluent,Other
CUST0000413161,Less Affluent,
CUST0000693113,Mid Market,Other
CUST0000481090,Mid Market,Young Adults
CUST0000642103,Mid Market,Older Adults
CUST0000329314,Mid Market,Other
CUST0000530129,Less Affluent,Other
CUST0000974519,Mid Market,Pensioners
CUST0000757309,Up Market,Older Adults
CUST0000156209,Less Affluent,
CUST0000611953,Mid Market,Older Families
CUST0000714746,Mid Market,
CUST0000202837,Up Market,Older Adults
CUST0000976866,Less Affluent,Young Families
CUST0000615196,Mid Market,Other
CUST0000162230,Mid Market,Older Families
CUST0000050331,Up Market,Young Adults
CUST0000326328,Up Market,Other
CUST0000176637,Mid Market,Pensioners
CUST0000673256,Up Market,Other
CUST0000680689,Less Affluent,Older Adults
CUST0000380249,Less Affluent,Other
CUST0000410526,Mid Market,Pensioners
CUST0000479155,Less Affluent,Other
CUST0000255660,Less Affluent,Other
CUST0000055381,Up Market,Young Families
CUST0000379952,Mid Market,Young Adults
CUST0000280694,Up Market,Older Adults
CUST0000987265,Mid Market,
CUST0000967657,Less Affluent,Young Families
CUST0000711368,Less Affluent,Other
CUST0000610573,Up Market,Other
CUST0000204018,Mid Market,
CUST0000544452,Mid Market,Other
CUST0000947233,Mid Market,Other
CUST0000484967,Mid Market,Pensioners
CUST0000582126,Up Market,Other
CUST0000413598,Up Market,Young Adults
CUST0000469026,Mid Market,Young Adults
CUST0000048202,Mid Market,Young Adults
CUST0000179329,Less Affluent,Young Families
CUST0000953363,Mid Market,Other
CUST0000883034,Less Affluent,Other
CUST0000551973,Up Market,Young Adults
CUST0000784973,Mid Market,Other
CUST0000423539,Up Market,Young Adults
CUST0000674767,Up Market,Other
CUST0000082523,Mid Market,Pensioners
CUST0000480003,Mid Market,Pensioners
CUST0000541662,Less Affluent,Other
CUST0000720348,Up Market,Other
CUST0000412087,Up Market,Other
CUST0000267396,Up Market,Older Adults
CUST0000186827,Less Affluent,Other
CUST0000399733,Mid Market,Young Adults
CUST0000502098,Mid Market,Other
CUST0000692485,Mid Market,Young Families
CUST0000592165,Less Affluent,Young Families
CUST0000661833,Less Affluent,Other
CUST0000409627,Up Market,Young Families
CUST0000347438,Mid Market,Young Families
CUST0000770451,Mid Market,Other
CUST0000858321,Mid Market,Other
CUST0000657423,Less Affluent,Young Families
CUST0000425566,Up Market,Pensioners
CUST0000036792,Mid Market,Pensioners
CUST0000391382,Mid Market,Young Families
CUST0000925002,Up Market,Other
CUST0000640304,Up Market,Young Adults
CUST0000655617,Less Affluent,Young Adults
CUST0000928550,Mid Market,
CUST0000352556,Mid Market,Other
CUST0000143092,Less Affluent,Other
CUST0000463400,Mid Market,Pensioners
CUST0000352169,Less Affluent,Older Adults
CUST0000111137,Less Affluent,
CUST0000326875,Up Market,Pensioners
CUST0000273560,Mid Market,Older Adults
CUST0000350521,Up Market,Other
CUST0000536421,Mid Market,
CUST0000469479,Up Market,Young Families
CUST0000887683,Up Market,Other
CUST0000557898,Mid Market,Other
CUST0000100955,Mid Market,Older Adults
CUST0000303966,Up Market,Other
CUST0000890280,Mid Market,Young Adults
CUST0000125006,Up Market,Other
CUST0000456220,Mid Market,
CUST0000738098,Less Affluent,
CUST0000986165,Mid Market,Young Adults
CUST0000075112,Mid Market,Other
CUST0000867394,Mid Market,Older Adults
CUST0000517624,Less Affluent,Older Adults
CUST0000313011,Less Affluent,Young Families
CUST0000598026,Up Market,Older Families
CUST0000029233,Less Affluent,Young Families
CUST0000333211,Mid Market,Young Adults
CUST0000565865,Mid Market,Older Adults
CUST0000569835,Up Market,Other
CUST0000835723,Mid Market,Other
CUST0000541287,Mid Market,Young Families
CUST0000689627,Mid Market,Other
CUST0000959307,Up Market,Young Families
CUST0000329123,Less Affluent,
CUST0000062946,Mid Market,Young Families
CUST0000965784,Less Affluent,Other
CUST0000212869,Less Affluent,Older Adults
CUST0000491244,Less Affluent,Young Families
CUST0000166674,Less Affluent,Young Families
CUST0000388585,Less Affluent,
CUST0000395515,Up Market,Older Adults
CUST0000867298,Less Affluent,
CUST0000690430,Mid Market,Other
CUST0000711788,Up Market,
CUST0000296204,Less Affluent,Young Adults
CUST0000912430,Mid Market,Young Adults
CUST0000918050,Up Market,Young Families
CUST0000189657,Mid Market,Pensioners
CUST0000959416,Mid Market,Older Adults
CUST0000002245,Mid Market,Other
CUST0000078020,Less Affluent,Pensioners
CUST0000646727,Mid Market,
CUST0000721930,Less Affluent,Other
CUST0000474829,Less Affluent,Other
CUST0000639926,Less Affluent,Older Families
CUST0000520619,Up Market,Pensioners
CUST0000377813,Up Market,Young Adults
CUST0000154719,Mid Market,Older Adults
CUST0000835673,Up Market,Young Adults
CUST0000995062,Less Affluent,Other
CUST0000162434,Mid Market,Other
CUST0000953795,Up Market,Young Adults
CUST0000199229,Less Affluent,Other
CUST0000367221,Up Market,
CUST0000877965,Up Market,Young Adults
CUST0000654686,Up Market,
CUST0000501369,Mid Market,Pensioners
CUST0000051975,Up Market,Pensioners
CUST0000341319,Mid Market,Other
CUST0000692088,Up Market,Other
CUST0000423947,Mid Market,Other
CUST0000095739,Up Market,Other
CUST0000040819,Mid Market,Young Families
CUST0000802534,Less Affluent,Older Families
CUST0000186240,Mid Market,Young Families
CUST0000074341,Mid Market,Older Adults
CUST0000830424,Up Market,Older Adults
CUST0000785769,Up Market,Other
CUST0000830044,Up Market,
CUST0000456286,Up Market,Young Adults
CUST0000114492,Up Market,Older Adults
CUST0000523142,Mid Market,
CUST0000425966,unclassified,Young Adults
CUST0000519981,Less Affluent,Young Adults
CUST0000781259,Up Market,Young Families
CUST0000183348,Mid Market,Young Families
CUST0000223188,Mid Market,Pensioners
CUST0000507862,Less Affluent,Older Families
CUST0000121998,Mid Market,Pensioners
CUST0000646402,Mid Market,Pensioners
CUST0000149344,Up Market,Young Adults
CUST0000662970,Up Market,
CUST0000944384,Mid Market,Older Adults
CUST0000206442,Up Market,Older Adults
CUST0000898386,Mid Market,Other
CUST0000016305,Mid Market,Young Families
CUST0000889681,Up Market,Other
CUST0000214748,Less Affluent,Older Families
CUST0000211047,Up Market,Older Adults
CUST0000744645,Mid Market,Young Adults
CUST0000227013,Less Affluent,Young Families
CUST0000487603,Less Affluent,Other
CUST0000721845,Up Market,Young Adults
CUST0000169058,Up Market,Other
CUST0000149077,Mid Market,Other
CUST0000320034,Mid Market,Older Adults
CUST0000583524,Less Affluent,Other
CUST0000880352,Less Affluent,Other
CUST0000861461,Up Market,Older Adults
CUST0000603536,Mid Market,Other
CUST0000147274,Less Affluent,Other
CUST0000958177,Up Market,Other
CUST0000869882,Mid Market,Older Families
CUST0000568818,Up Market,
CUST0000648182,Mid Market,
CUST0000937299,Mid Market,Pensioners
CUST0000199788,Up Market,Young Adults
CUST0000694395,Mid Market,Other
CUST0000588827,Mid Market,Young Adults
CUST0000727833,Up Market,Other
CUST0000174325,Mid Market,Young Families
CUST0000694237,Up Market,Other
CUST0000507386,Less Affluent,Young Families
CUST0000709486,Up Market,Young Adults
CUST0000217297,Less Affluent,Young Families
CUST0000343056,Less Affluent,Young Families
CUST0000365449,Mid Market,Other
CUST0000042324,Less Affluent,
CUST0000548875,Mid Market,Young Adults
CUST0000010532,Mid Market,Older Adults
CUST0000142047,Up Market,
CUST0000797664,Up Market,Other
CUST0000930601,Less Affluent,Other
CUST0000246094,Mid Market,
CUST0000164214,Mid Market,Other
CUST0000951065,Up Market,Older Adults
CUST0000548473,Less Affluent,Young Adults
CUST0000627983,Mid Market,Young Families
CUST0000834066,Mid Market,Young Families
CUST0000756805,Less Affluent,Older Families
CUST0000766169,Mid Market,Young Adults
CUST0000346556,Up Market,Other
CUST0000229424,Less Affluent,Other
CUST0000557384,Up Market,Young Adults
CUST0000647381,Up Market,Other
CUST0000240308,Up Market,Young Families
CUST0000693232,Up Market,Young Families
CUST0000956261,Up Market,Young Adults
CUST0000542234,Up Market,Young Families
CUST0000060847,Mid Market,Older Adults
CUST0000038061,Up Market,Older Adults
CUST0000048091,Mid Market,Young Families
CUST0000192514,Up Market,Young Adults
CUST0000740028,Mid Market,Pensioners
CUST0000393615,Up Market,Other
CUST0000300328,Less Affluent,Young Families
CUST0000462108,Mid Market,Other
CUST0000187832,Less Affluent,Other
CUST0000840136,Mid Market,Young Adults
CUST0000918059,Mid Market,Older Adults
CUST0000593365,Mid Market,Other
CUST0000310870,Less Affluent,Other
CUST0000087833,Up Market,Older Adults
CUST0000225331,Up Market,Other
CUST0000840138,Mid Market,Older Adults
CUST0000654095,Up Market,Other
CUST0000673736,Up Market,Other
CUST0000314165,Mid Market,Young Families
CUST0000273521,Mid Market,Other
CUST0000015843,Mid Market,Young Adults
CUST0000414892,Less Affluent,Pensioners
CUST0000552095,Mid Market,Older Adults
CUST0000332983,Less Affluent,Young Families
CUST0000930426,Less Affluent,Other
CUST0000341306,Up Market,Older Adults
CUST0000508390,Less Affluent,Young Adults
CUST0000072578,Up Market,Pensioners
CUST0000650810,Less Affluent,Older Adults
CUST0000090072,Mid Market,Other
CUST0000001052,Up Market,Pensioners
CUST0000092460,Mid Market,Young Adults
CUST0000901727,Mid Market,Other
CUST0000015949,Up Market,Older Adults
CUST0000120536,Up Market,Other
CUST0000954371,Less Affluent,Older Families
CUST0000902878,Up Market,Young Adults
CUST0000536710,Mid Market,Young Families
CUST0000072800,Up Market,Older Adults
CUST0000524542,Up Market,Other
CUST0000157162,Up Market,Other
CUST0000803009,Mid Market,Other
CUST0000256837,Mid Market,Young Adults
CUST0000154778,Less Affluent,Pensioners
CUST0000654951,Up Market,Pensioners
CUST0000140947,Up Market,Older Adults
CUST0000179817,Up Market,Older Adults
CUST0000508632,Mid Market,Older Adults
CUST0000086940,Mid Market,Other
CUST0000153789,Up Market,Older Adults
CUST0000229327,Mid Market,Young Families
CUST0000476769,Mid Market,Other
CUST0000853563,Less Affluent,
CUST0000212148,Mid Market,Other
CUST0000122425,Less Affluent,Older Adults
CUST0000750072,Mid Market,Other
